txid	host_txids	host_names	diseases
1647454	599	Salmonella sp.	
2575328	590	Salmonella	
2483612	149539	Salmonella enterica subsp. enterica serovar Enteritidis	
2500556	108619	Salmonella enterica subsp. enterica serovar Newport	
2419756	28901	Salmonella enterica	
1647455	59202	Salmonella enterica subsp. salamae	
1647458	59204;28901	Salmonella enterica subsp. diarizonae;Salmonella enterica	
1647463	59204	Salmonella enterica subsp. diarizonae	
1647465	59202	Salmonella enterica subsp. salamae	
1647466	59202	Salmonella enterica subsp. salamae	
1647468	59202	Salmonella enterica subsp. salamae	
2301647	28901	Salmonella enterica	
2301648	28901	Salmonella enterica	
2565517	611	Salmonella enterica subsp. enterica serovar Heidelberg	
2419752	28901	Salmonella enterica	
2419753	28901	Salmonella enterica	
2479482	28901	Salmonella enterica	
424949	149539	Salmonella enterica subsp. enterica serovar Enteritidis	
424944	149539	Salmonella enterica subsp. enterica serovar Enteritidis	
424947	149539	Salmonella enterica subsp. enterica serovar Enteritidis	
2419754	28901	Salmonella enterica	
2419755	28901	Salmonella enterica	
1080800	599;1045010	Escherichia coli O157;Salmonella sp.	
2025823	594	Salmonella enterica subsp. enterica serovar Gallinarum	
1108865	90371	Salmonella enterica subsp. enterica serovar Typhimurium	
2025819	149385	Salmonella enterica subsp. enterica serovar Hadar	
2596714	28901	Salmonella enterica	
1572715	90371	Salmonella enterica subsp. enterica serovar Typhimurium	
1965374	595	Salmonella enterica subsp. enterica serovar Infantis	
2592212	599	Salmonella sp.	
2316013	99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
1815968	286783	Salmonella enterica subsp. enterica serovar Indiana	
2234035	90371	Salmonella enterica subsp. enterica serovar Typhimurium	
1204528	590	Salmonella	
2713321	149539	Salmonella enterica subsp. enterica serovar Enteritidis	
1920294	149539	Salmonella enterica subsp. enterica serovar Enteritidis	
2025818	90371;57045;90370;57046;54388;1248823;149539	Escherichia coli O145:H28 str. RM12581;Salmonella enterica subsp. enterica serovar Paratyphi B;Salmonella enterica subsp. enterica serovar Paratyphi A;Salmonella enterica subsp. enterica serovar Typhimurium;Salmonella enterica subsp. enterica serovar Enteritidis;Salmonella enterica subsp. enterica serovar Paratyphi C;Salmonella enterica subsp. enterica serovar Typhi	
2053625	90371;57045;90370;57046;54388;1248823;149539	Escherichia coli O145:H28 str. RM12581;Salmonella enterica subsp. enterica serovar Paratyphi B;Salmonella enterica subsp. enterica serovar Paratyphi A;Salmonella enterica subsp. enterica serovar Typhimurium;Salmonella enterica subsp. enterica serovar Enteritidis;Salmonella enterica subsp. enterica serovar Paratyphi C;Salmonella enterica subsp. enterica serovar Typhi	
2907955	90371	Salmonella enterica subsp. enterica serovar Typhimurium	
1327941	90371	Salmonella enterica subsp. enterica serovar Typhimurium	
1327942	90371	Salmonella enterica subsp. enterica serovar Typhimurium	
1125653	90371	Salmonella enterica subsp. enterica serovar Typhimurium	
1147140	90371	Salmonella enterica subsp. enterica serovar Typhimurium	
1090134	99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
1127357	599	Salmonella sp.	
1162289	90371	Salmonella enterica subsp. enterica serovar Typhimurium	
293644	90371	Salmonella enterica subsp. enterica serovar Typhimurium	
2592220	599	Salmonella sp.	
1204529	590	Salmonella	
1177632	99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
1897739	590	Salmonella	
1897740	590	Salmonella	
1897741	590	Salmonella	
1897742	590	Salmonella	
714583	90371	Salmonella enterica subsp. enterica serovar Typhimurium	
2024312	28901	Salmonella enterica	
175950	90371	Salmonella enterica subsp. enterica serovar Typhimurium	
2905963	90371	Salmonella enterica subsp. enterica serovar Typhimurium	
2480623	90371	Salmonella enterica subsp. enterica serovar Typhimurium	
1204530	590	Salmonella	
1204531	590	Salmonella	
1445860	90371	Salmonella enterica subsp. enterica serovar Typhimurium	
2316014	192955	Salmonella enterica subsp. enterica serovar Kentucky	
2592223	599	Salmonella sp.	
2589656	594	Salmonella enterica subsp. enterica serovar Gallinarum	
2500149	99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
2491323	599	Salmonella sp.	
1912492	149387	Salmonella enterica subsp. enterica serovar Brandenburg	
1913047	59201	Salmonella enterica subsp. enterica	
1868654	90371	Salmonella enterica subsp. enterica serovar Typhimurium	
1458849	90371	Salmonella enterica subsp. enterica serovar Typhimurium	
1446492	590	Salmonella	
2812854	211968	Salmonella enterica subsp. enterica serovar Albany	
2686282	90371	Salmonella enterica subsp. enterica serovar Typhimurium	
2789810	28901	Salmonella enterica	
1168548	590	Salmonella	
1087482	28901	Salmonella enterica	
1163482	149539	Salmonella enterica subsp. enterica serovar Enteritidis	
1465618	149539	Salmonella enterica subsp. enterica serovar Enteritidis	
1465613	149539	Salmonella enterica subsp. enterica serovar Enteritidis	
1211279	149539	Salmonella enterica subsp. enterica serovar Enteritidis	
2801546	90371	Salmonella enterica subsp. enterica serovar Typhimurium	
2801547	90371	Salmonella enterica subsp. enterica serovar Typhimurium	
2801549	90371	Salmonella enterica subsp. enterica serovar Typhimurium	
2801563	90371	Salmonella enterica subsp. enterica serovar Typhimurium	
2801569	90371	Salmonella enterica subsp. enterica serovar Typhimurium	
2801571	90371	Salmonella enterica subsp. enterica serovar Typhimurium	
2801574	90371	Salmonella enterica subsp. enterica serovar Typhimurium	
2136179	599	Salmonella sp.	
1913114	192955	Salmonella enterica subsp. enterica serovar Kentucky	
2591135	90371	Salmonella enterica subsp. enterica serovar Typhimurium	
2591136	90370	Salmonella enterica subsp. enterica serovar Typhi	
2530161	59201	Salmonella enterica subsp. enterica	
2732254	90371	Salmonella enterica subsp. enterica serovar Typhimurium	
2749381	149539	Salmonella enterica subsp. enterica serovar Enteritidis	
1815631	108619	Salmonella enterica subsp. enterica serovar Newport	
1168549	590	Salmonella	
1567025	28901	Salmonella enterica	
2081603	28901	Salmonella enterica	
2834247	90371	Salmonella enterica subsp. enterica serovar Typhimurium	
2686071	599	Salmonella sp.	
424716	28901	Salmonella enterica	
866889	90370	Salmonella enterica subsp. enterica serovar Typhi	
1204541	590	Salmonella	
2713327	149539	Salmonella enterica subsp. enterica serovar Enteritidis	
2749261	590	Salmonella	
2053686	605	Salmonella enterica subsp. enterica serovar Pullorum	
2562175	149539	Salmonella enterica subsp. enterica serovar Enteritidis	
2583286	149539	Salmonella enterica subsp. enterica serovar Enteritidis	
2301721	595	Salmonella enterica subsp. enterica serovar Infantis	
2301723	90371	Salmonella enterica subsp. enterica serovar Typhimurium	
1183064	8030	Salmo salar	
1981916	8028	Salmo	
2419804	28513	Salvia divinorum	
2419805	49212	Salvia hispanica	
422133	662561	Rusa unicolor	
422132	662561	Rusa unicolor	
2052851	4202	Sambucus nigra	
45767	7160;46955	Anopheles pseudopunctipennis;Aedes albopictus	
1955199	7157;41827	Culicoidea;Culicidae	
11982	9534;9704	Chlorocebus aethiops;Zalophus californianus	
1564182	9534;34884	Chlorocebus aethiops;Callorhinus ursinus	
206160	9606;13204;10036;59275	Homo sapiens;Phlebotomus perfiliewi;Phlebotomus perniciosus;Mesocricetus auratus	Sandfly fever
688699	9606	Homo sapiens	
1980489	9734;337584	Stenella;Hylomyscus simus	
159152	9913;308735	Mansonia uniformis;Bos taurus	
1552661	7197	Psychodidae	
977913	6238	Caenorhabditis briggsae	
1923355	1	root	
1923356	50557;1	root;Insecta	
1923357	1	root	
1923358	1	root	
1923360	1	root	
1923365	1	root	
1923366	1	root	
1923367	1	root	
1923368	1	root	
1923369	1	root	
1923370	1	root	
1923371	1	root	
1923372	1	root	
1923373	1	root	
1923374	1	root	
1923377	1	root	
1923378	1	root	
1923354	1	root	
1923380	1	root	
1923381	1	root	
1923382	1	root	
1923383	1	root	
1923384	1	root	
1923385	1	root	
1923386	1	root	
1923387	1	root	
1923388	1	root	
1923389	1	root	
1923390	1	root	
1923391	1	root	
1923392	1	root	
1923393	1	root	
1608060	1	root	
1923394	1	root	
1923397	1	root	
1923398	1	root	
1923399	1	root	
1923400	1	root	
1923401	1	root	
1923403	1	root	
1608061	1	root	
1923404	1	root	
1923405	1	root	
1608063	1	root	
1608064	1	root	
1746060	2977882	Gerridae sp.	
1923406	1	root	
1923407	1	root	
1923408	1	root	
686984	9823	Sus scrofa	
290314	9606	Homo sapiens	
334584	9606	Homo sapiens	
291175	9606	Homo sapiens	
1346530	9606	Homo sapiens	
985691	9606	Homo sapiens	
758863	9606	Homo sapiens	
1280920	9606	Homo sapiens	
234601	9606	Homo sapiens	
1401324	9823	Sus scrofa	
1471436	9823	Sus scrofa	
638664	9823	Sus scrofa	
2779846	9606	Homo sapiens	
2109380	7160	Aedes albopictus	
228407	9606;9534	Homo sapiens;Chlorocebus aethiops	
321147	9606	Homo sapiens	
511429	9606	Homo sapiens	
511430	9606	Homo sapiens	
511431	9606	Homo sapiens	
511432	9606	Homo sapiens	
511433	9606	Homo sapiens	
321149	9606	Homo sapiens	
228415	9606	Homo sapiens	
627440	9534	Chlorocebus aethiops	
388737	9606	Homo sapiens	
260069	9675	Paguma larvata	
228404	9606;9669;9544	Homo sapiens;Macaca mulatta;Mustela putorius furo	
633137	9534;10090	Chlorocebus aethiops;Mus musculus	
633140	9534;10090	Chlorocebus aethiops;Mus musculus	
627442	9606	Homo sapiens	
253433	9606;10090	Homo sapiens;Mus musculus	
253434	9606	Homo sapiens	
253435	9606	Homo sapiens	
227984	9606;9534;9675;9544	Homo sapiens;Chlorocebus aethiops;Macaca mulatta;Paguma larvata	Severe acute respiratory syndrome; SARS
228330	9606;9534	Homo sapiens;Chlorocebus aethiops	
247149	9606;9534	Homo sapiens;Chlorocebus aethiops	
698419	9534	Chlorocebus aethiops	
353145	9606	Homo sapiens	
31503	4577	Zea mays	
12881	4097;40321;12241;4090	Tobacco mild green mosaic virus;Nicotiana glauca;Nicotiana tabacum;Capsicum annuum var. annuum	
12444	4097;12055	Tobacco necrosis virus A;Nicotiana tabacum	
2025096	3920;12054;4100	Vigna unguiculata subsp. unguiculata;unidentified tobacco necrosis virus;Nicotiana benthamiana	
198608	29256;5722	Trichomonas vaginalis virus;Trichomonas vaginalis	
159141	9913	Bos taurus	
47416	2711;55188;237951	Viburnum odoratissimum;Citrus unshiu;Citrus sinensis	
40012	9606;8782	Homo sapiens;Aves	
1234171	283133	Sauropus androgynus	
1130981	283133	Sauropus androgynus	
1577997	283133	Sauropus androgynus	
1620896	34621	Dermacentor variabilis	
1697349	8187	Lates calcarifer	
157018	130426	Allium chinense	
1300323	45512	Scheffersomyces segobiensis	
253700	3594	Schlumbergera	
1133363	9913;9534;9940	Ovis aries;Chlorocebus aethiops;Bos taurus	
2721750	30640	Sciurus carolinensis	
191289	467176	Sclerophthora macrospora	
75914	467176	Sclerophthora macrospora	
2316144	38451	Sclerotinia minor	
1859161	352851	Sclerotinia nivalis	
2003398	5180	Sclerotinia sclerotiorum	
1654339	5180	Sclerotinia sclerotiorum	
213034	5180	Sclerotinia sclerotiorum	
1502101	5180	Sclerotinia sclerotiorum	
1788309	5180	Sclerotinia sclerotiorum	
2219092	5180	Sclerotinia sclerotiorum	
1181310	5180	Sclerotinia sclerotiorum	
1353016	5180	Sclerotinia sclerotiorum	
1661062	5180	Sclerotinia sclerotiorum	
664785	5180	Sclerotinia sclerotiorum	
1074325	5180	Sclerotinia sclerotiorum	
1423347	5180	Sclerotinia sclerotiorum	
1661257	5180	Sclerotinia sclerotiorum	
1133727	5180	Sclerotinia sclerotiorum	
1494074	5180	Sclerotinia sclerotiorum	
1133728	5180	Sclerotinia sclerotiorum	
1279099	40559	Botrytis cinerea	
1435446	5180	Sclerotinia sclerotiorum	
1840528	5180	Sclerotinia sclerotiorum	
1483724	5180	Sclerotinia sclerotiorum	
1435457	5180	Sclerotinia sclerotiorum	
1708391	5180	Sclerotinia sclerotiorum	
1708389	5180	Sclerotinia sclerotiorum	
1708390	5180	Sclerotinia sclerotiorum	
659497	5180	Sclerotinia sclerotiorum	
1435450	5180	Sclerotinia sclerotiorum	
1895000	5566	Sclerotium hydrophilum	
994485	74940;52904	Scophthalmus maximus;Oncorhynchus tshawytscha	
936149	52904	Scophthalmus maximus	
693999	153297	Scotophilus kuhlii	
312273	90363;4100	Scrophularia nodosa;Nicotiana benthamiana	
1882382	34882	Enhydra lutris	
1552409	34882	Enhydra lutris	
1416741	391180	Enhydra lutris kenyoni	
1979755	7588	Asteroidea	
575913	8469	Chelonia mydas	
1427157	9720	Phoca vitulina	
1427156	9720	Phoca vitulina	
1566011	9720	Phoca vitulina	
1566012	9720	Phoca vitulina	
1566009	9720	Phoca vitulina	
991022	271025	Phoca vitulina richardii	
187984	9709	Phocidae	
1427158	9720	Phoca vitulina	
471728	9718	Pusa hispida	
1892235	572874	Pasiphila rectangulata	
1294177	34857;10090	Hylomyscus;Mus musculus	
11033	9368;7158;9606;158617;34630;7178;170865	Atelerix albiventris;Aedes;Quelea;Homo sapiens;Rhipicephalus;Culex tritaeniorhynchus;Halcyon	
1272957	8535	Ameiva ameiva	
390157	9823	Sus scrofa	
310103	189247	Senecio scandens	
683176	28829	Solea senegalensis	
944645	9606	Homo sapiens	
1884991	126820	Senna occidentalis	
1881013	126820	Senna occidentalis	
1980490	9606;10116;9534	Homo sapiens;Chlorocebus aethiops;Rattus norvegicus	Hemorrhagic fever with renal syndrome
12557	9606;10117;10116	Homo sapiens;Rattus norvegicus;Rattus rattus	
44026	186751;7157;68878	Anopheles cruzii;Anopheles moucheti;Culicidae	
2094713	9135	Serinus canaria	
45768	1285602	Ochlerotatus fulvus	
2024251	615	Serratia marcescens	
1962671	615	Serratia marcescens	
2006941	104623	Serratia sp. ATCC 39006	
1282995	615	Serratia marcescens	
2315217	104623	Serratia sp. ATCC 39006	
2698927	573	Klebsiella pneumoniae	
2698928	573	Klebsiella pneumoniae	
2698929	573	Klebsiella pneumoniae	
2587814	615	Serratia marcescens	
2557553	615	Serratia marcescens	
2601678	615	Serratia marcescens	
2596673	615	Serratia marcescens	
2557554	615	Serratia marcescens	
1262513	82996	Serratia plymuthica	
2716729	104623	Serratia sp. ATCC 39006	
1481112	615	Serratia marcescens	
2282409	615	Serratia marcescens	
1897434	615	Serratia marcescens	
2787014	615	Serratia marcescens	
1852640	61652	Serratia rubidaea	
2419930	615	Serratia marcescens	
2024252	615	Serratia marcescens	
2006942	104623	Serratia sp. ATCC 39006	
1519097	2798467;9704;9702	Otariidae;Sea;Zalophus californianus	
12558	206309	Sesbania grandiflora	
2697049	9606	Homo sapiens	COVID-19; Coronavirus disease 2019
694009	9606;9675	Homo sapiens;Paguma larvata	
1003835	9606	Homo sapiens	
1843761	9031;1	root;Gallus gallus	
1985407	1	root	
1985408	1	root	
1592207	1	root	
1592211	1	root	
1595961	1	root	
1592212	1	root	
1519385	1	root	
1519386	1	root	
1519387	1	root	
1519388	1	root	
1519389	1	root	
1519390	1	root	
1592082	1	root	
1592083	1	root	
1592084	1	root	
1592085	1	root	
1592086	1	root	
1519391	1	root	
1592087	1	root	
1592088	1	root	
1592089	1	root	
1592090	1	root	
1592091	1	root	
1592092	1	root	
1592093	1	root	
1592094	1	root	
1592095	1	root	
1592096	1	root	
1519392	1	root	
1592097	1	root	
1592098	1	root	
1592099	1	root	
1592100	1	root	
1592101	1	root	
1592102	1	root	
1592103	1	root	
1592104	1	root	
1519393	1	root	
1519394	1	root	
1519395	1	root	
1519396	1	root	
1519397	1	root	
1519398	1	root	
1592081	1	root	
1519407	1	root	
1519399	1	root	
1519400	1	root	
1519401	1	root	
1519404	1	root	
1519409	1	root	
1519402	1	root	
1519405	1	root	
992212	9606;44386;9615	Homo sapiens;Haemaphysalis longicornis;Canis lupus familiaris	Severe fever with thrombocytopenia syndrome
1923409	6656;1	root;Arthropoda	
1923414	1;1912919	root;Termitoidae	
1923415	6656;1	root;Arthropoda	
1923416	6656;1	root;Arthropoda	
1923417	6656;1	root;Arthropoda	
1923418	6656;1	root;Arthropoda	
1923419	1	root	
1923420	6656;1	root;Arthropoda	
1923421	6656;1	root;Arthropoda	
1923422	6656;1	root;Arthropoda	
1923423	1;29979	root;Isopoda	
1923425	6656;1	root;Arthropoda	
1923429	1;1912919	root;Termitoidae	
1923430	1;1912919	root;Termitoidae	
1923431	1	root	
1923433	1;1912919	root;Termitoidae	
1923435	1;1912919	root;Termitoidae	
1923439	6656;1	root;Arthropoda	
1923440	6656;1	root;Arthropoda	
1923441	6656;1	root;Arthropoda	
1923442	6656;1	root;Arthropoda	
1923443	6656;1	root;Arthropoda	
1923444	6656;1	root;Arthropoda	
1923445	6656;1	root;Arthropoda	
1923446	6656;1	root;Arthropoda	
1923447	6656;1	root;Arthropoda	
1923448	6656;1	root;Arthropoda	
1923449	6656;1	root;Arthropoda	
1923450	6656;1	root;Arthropoda	
1923451	6656;1	root;Arthropoda	
1923452	6656;1	root;Arthropoda	
1923453	1	root	
1923454	6656;1	root;Arthropoda	
1923455	6656;1	root;Arthropoda	
1923456	6656;1	root;Arthropoda	
1923457	1	root	
12172	4682	Allium sativum	
31770	28911	Allium cepa var. aggregatum	
62059	35875	Allium fistulosum	
159150	9913	Bos taurus	
2170191	187007	Miniopterus fuliginosus	
1923460	1	root	
1608065	1	root	
1608066	1	root	
1608067	1	root	
1746061	7370;50708	Musca domestica;Sarcophaga sp.	
1608068	1	root	
1746062	258338	Neoscona nautica	
1923463	1;6264	root;Toxocara	
1843756	9940	Ovis aries	
1843757	9940	Ovis aries	
1843758	9940	Ovis aries	
1634381	9940	Ovis aries	
10266	9925;9103;9940	Ovis aries;Capra hircus;Meleagris gallopavo	
259898	8859	Chloephaga	
1445859	24	Shewanella putrefaciens	
1970795	24	Shewanella putrefaciens	
2866684	2830837	Shewanella sp. M16	
2576871	1738770	Shewanella inventionis	
1458859	50422;1386772	Shewanella sp. 4;Shewanella sp.	
1458860	50422;1386773	Shewanella sp. 40;Shewanella sp.	
1458861	50422;1386774	Shewanella sp. 41;Shewanella sp.	
1458862	1386775;50422	Shewanella sp. 44;Shewanella sp.	
1458863	50422;1386776	Shewanella sp. 49;Shewanella sp.	
1416032	624	Shigella sonnei	
637730	621	Shigella boydii	
2530183	623	Shigella flexneri	
2591056	511693	Escherichia coli BL21	
2565502	623	Shigella flexneri	
1109721	624	Shigella sonnei	
2591057	668369	Escherichia coli DH5[alpha]	
2591063	668369	Escherichia coli DH5[alpha]	
1871710	625	Shigella sp.	
2530042	621	Shigella boydii	
2340715	624	Shigella sonnei	
1498227	42897	Shigella flexneri 2a	
1414738	621	Shigella boydii	
2496551	623	Shigella flexneri	
1572702	623	Shigella flexneri	
1551641	624	Shigella sonnei	
2024313	37762;622	Escherichia coli B;Shigella dysenteriae	
2282196	623	Shigella flexneri	
2024315	37762;623	Shigella flexneri;Escherichia coli B	
2024316	623	Shigella flexneri	
2024304	623	Shigella flexneri	
2024305	623;621	Shigella flexneri;Shigella boydii	
2024308	624;623;83333	Escherichia coli K-12;Shigella flexneri;Shigella sonnei	
2024320	624;623;622;621	Shigella flexneri;Shigella boydii;Shigella sonnei;Shigella dysenteriae	
2024321	623;622;621	Shigella flexneri;Shigella boydii;Shigella dysenteriae	
2024309	623	Shigella flexneri	
2905959	623	Shigella flexneri	
66284	620;623	Shigella;Shigella flexneri	
2024314	625	Shigella sp.	
1407493	623	Shigella flexneri	
1567022	623	Shigella flexneri	
1785176	623	Shigella flexneri	
2269380	623	Shigella flexneri	
2601630	623	Shigella flexneri	
1913048	625	Shigella sp.	
1913049	625	Shigella sp.	
1863007	624	Shigella sonnei	
1541825	623	Shigella flexneri	
1002725	623	Shigella flexneri	
1863008	624	Shigella sonnei	
1863009	624	Shigella sonnei	
1863010	624	Shigella sonnei	
1863011	624	Shigella sonnei	
645664	624	Shigella sonnei	
1675531	624	Shigella sonnei	
1983588	624	Shigella sonnei	
2048005	623	Shigella flexneri	
2562138	623	Shigella flexneri	
2006922	624	Shigella sonnei	
2507846	624	Shigella sonnei	
2886042	623	Shigella flexneri	
2006394	7160	Aedes albopictus	
638660	7940	Anguilla australis	
2050019	42254	Sorex araneus	
1987145	42254	Sorex araneus	
2039780	139456;79674;6689	Penaeus vannamei;Macrobrachium rosenbergii;Penaeus chinensis	
92652	6657	Crustacea	
1923464	50557;1	root;Insecta	
1608072	1	root	
1923465	7176	Culex quinquefasciatus	
1608074	114594	Psychoda alternata	
1608075	1	root	
1923466	50557;1	root;Insecta	
1923467	50557;1	root;Insecta	
1923468	50557;1	root;Insecta	
1608076	1	root	
1746063	2938390;2922255;114594	Chrysopidae sp.;Psychoda alternata;Diptera sp.	
1923469	50557;6960	Insecta;Hexapoda	
1923470	50557;1	root;Insecta	
1746064	2938390	Chrysopidae sp.	
1923474	50557;1	root;Insecta	
1923475	50557;1	root;Insecta	
1923476	50557;1	root;Insecta	
1923477	50557;1	root;Insecta	
159148	9796	Equus caballus	
1217821	691691	Acharia	
2220003	155054	Budorcas taxicolor tibetana	
2220002	155054	Budorcas taxicolor tibetana	
1755588	9031;8782	Gallus gallus;Aves	
2773315	9031	Gallus gallus	
1692263	290332	Sicyonia brevirostris	
1904882	108357	Sida acuta	
666145	108335;4100	Nicotiana benthamiana;Sida	
1949196	108335;77655	Sida	
2593923	108335;77655	Sida	
1949197	108335	Sida	
1904883	108382	Sida urens	
1264880	108361	Sida ciliaris	
536082	932019	Sidastrum micranthum	
929767	108335;77655	Sida	
2080282	108335	Sida	
929769	108335;288286;4100;4081	Malvastrum americanum;Nicotiana benthamiana;Sida;Solanum lycopersicum	
223313	4097;145753;4100;3885;108377;4081	Sida rhombifolia;Malva parviflora;Phaseolus vulgaris;Nicotiana tabacum;Solanum lycopersicum;Nicotiana benthamiana	
871521	108453	Malvastrum coromandelianum	
223315	108335	Sida	
223316	108335;4100;108377	Sida rhombifolia;Nicotiana benthamiana;Sida	
1002681	108335;77655	Sida	
51034	108335	Sida	
1032477	7038	Bemisia tabaci	
759390	759593	Sida santaremensis	
1949198	108335;77655	Sida	
223318	108335;77655	Sida	
929766	108335	Sida	
2704172	108335;77655	Sida	
2169843	337823;65557	Sida leaf curl virus;Alcea rosea	
337823	108362;108335	Sida cordifolia;Sida	
337824	108362;337823;108335	Sida leaf curl virus;Sida cordifolia;Sida	
228897	932019;108335;4100	Sidastrum micranthum;Nicotiana benthamiana;Sida	
1046571	108335	Sida	
932069	932019;108335	Sidastrum micranthum;Sida	
932070	932019;108335	Sidastrum micranthum;Sida	
367850	108377;108335	Sida rhombifolia;Sida	
1266995	108382	Sida urens	
191460	108335	Sida	
223319	108335	Sida	
1266993	108382	Sida urens	
2174902	108335	Sida	
536083	108377	Sida rhombifolia	
1266994	108382	Sida urens	
291270	108357	Sida acuta	
290090	108357	Sida acuta	
191463	108335	Sida	
223320	108335	Sida	
408719	108357	Sida acuta	
1093958	108377	Sida rhombifolia	
1266977	932019	Sidastrum micranthum	
1506184	455045	Abelmoschus esculentus	
1293961	4081	Solanum lycopersicum	
420255	108335	Sida	
1535266	1610815	Abelmoschus tuberculatus	
447597	108377	Sida rhombifolia	
390441	108377	Sida rhombifolia	
447602	108377	Sida rhombifolia	
223321	108335;4100;108377	Sida rhombifolia;Nicotiana benthamiana;Sida	
326489	223321	Sida yellow vein virus	
858513	108353	Sidastrum	
1418029	371401;371450	Siegesbeckia yellow vein virus;Sigesbeckia glabrescens	
379728	371450	Sigesbeckia glabrescens	
371401	371450	Sigesbeckia glabrescens	
393034	371450	Sigesbeckia glabrescens	
371463	371450	Sigesbeckia glabrescens	
371411	371450	Sigesbeckia glabrescens	
371402	371450	Sigesbeckia glabrescens	
371412	371450	Sigesbeckia glabrescens	
371403	371450	Sigesbeckia glabrescens	
371413	371450	Sigesbeckia glabrescens	
2293299	1698887	Neriene litigiosa	
2293300	1698887	Neriene litigiosa	
1424280	92741	Ornithodoros coriaceus	
490912	246200	Ruegeria pomeroyi DSS-3	
1126411	94993	Silurus glanis	
1564099	48086;34624;10090	Lepus americanus;Haemaphysalis leporispalustris;Mus musculus	
35306	7742	Vertebrata	
310540	9541	Macaca fascicularis	
38432	9549;9539	Macaca sp.;Macaca	
1715778	9534;60710	Chlorocebus aethiops;Chlorocebus pygerythrus	
909210	9534	Chlorocebus aethiops	
38416	9556	Papio cynocephalus	
585059	9534	Chlorocebus aethiops	
198503	9598	Pan troglodytes	
175567	9598	Pan troglodytes	
585082	9606;9598	Homo sapiens;Pan troglodytes	
585060	9606;9598	Homo sapiens;Pan troglodytes	
585083	9606;9598	Homo sapiens;Pan troglodytes	
585084	9606;9592	Homo sapiens;Gorilla	
585085	9606;9598	Homo sapiens;Pan troglodytes	
585086	9606;9592	Homo sapiens;Gorilla	
585063	9606;9598	Homo sapiens;Pan troglodytes	
38420	9544	Macaca mulatta	
585064	9606;9598	Homo sapiens;Pan troglodytes	
585087	9606;9598	Homo sapiens;Pan troglodytes	
585088	9606;9598	Homo sapiens;Pan troglodytes	
585066	9606;9598	Homo sapiens;Pan troglodytes	
585067	9606;9598	Homo sapiens;Pan troglodytes	
585068	9606;9598	Homo sapiens;Pan troglodytes	
585089	9606;9598	Homo sapiens;Pan troglodytes	
585090	9606;9597	Homo sapiens;Pan paniscus	
585070	9606;9598	Homo sapiens;Pan troglodytes	
585091	9606;9598	Homo sapiens;Pan troglodytes	
585092	9606;9597	Homo sapiens;Pan paniscus	
585072	9606;9598	Homo sapiens;Pan troglodytes	
585073	9606;9598	Homo sapiens;Pan troglodytes	
585093	9606;9598	Homo sapiens;Pan troglodytes	
585094	9606;9598	Homo sapiens;Pan troglodytes	
585095	9606;9592	Homo sapiens;Gorilla	
585096	9606;9592	Homo sapiens;Gorilla	
585097	9606;9597	Homo sapiens;Pan paniscus	
585098	9606;9597	Homo sapiens;Pan paniscus	
585099	9606;9597	Homo sapiens;Pan paniscus	
585077	9606;9592	Homo sapiens;Gorilla	
585078	9606;9597	Homo sapiens;Pan paniscus	
585079	9606;9592	Homo sapiens;Gorilla	
585080	9606;9592	Homo sapiens;Gorilla	
585081	9606;9592	Homo sapiens;Gorilla	
995021	9541;9534	Chlorocebus aethiops;Macaca fascicularis	
995022	9541;9534	Chlorocebus aethiops;Macaca fascicularis	
995023	9541;9534	Chlorocebus aethiops;Macaca fascicularis	
413259	9534;9549;9544	Macaca sp.;Chlorocebus aethiops;Macaca mulatta	
10532	9528;9544	Macaca mulatta;Cercopithecinae	
413258	9541	Macaca fascicularis	
1159186	9544	Macaca mulatta	
1159187	9544	Macaca mulatta	
1159188	9544	Macaca mulatta	
1159189	9544	Macaca mulatta	
1159190	9544	Macaca mulatta	
1159191	9544	Macaca mulatta	
1159192	9544	Macaca mulatta	
1159193	9544	Macaca mulatta	
1159194	9544	Macaca mulatta	
1165908	9555	Papio anubis	
1560346	9544	Macaca mulatta	
929831	36225	Cercopithecus mitis	
1048243	9556	Papio cynocephalus	
1051323	9534	Chlorocebus aethiops	
442851	9544	Macaca mulatta	
221703	9602	Pongo pygmaeus pygmaeus	
1965068	9544	Macaca mulatta	
38143	9538;9534;9539	Macaca;Chlorocebus aethiops;Erythrocebus patas	
12101	9544	Macaca mulatta	
11723	9534;9598;9527	Pan troglodytes;Chlorocebus aethiops;Cercopithecidae	
159122	9561	Mandrillus sphinx	
1962300	9541;9555;9606;9534;9544	Chlorocebus aethiops;Papio anubis;Homo sapiens;Macaca fascicularis;Macaca mulatta	
1923976	61622	Rhinopithecus roxellana	
2560766	314293	Simiiformes	
31598	9541	Macaca fascicularis	
1454041	591936	Piliocolobus tephrosceles	
11942	9544	Macaca mulatta	
39068	9544	Macaca mulatta	
723802	9541	Macaca fascicularis	
1904439	9541	Macaca fascicularis	
980635	9542	Macaca fuscata	
1002918	9544	Macaca mulatta	
1454033	9593	Gorilla gorilla	
481147	36226	Cercopithecus mona	
33748	9597	Pan paniscus	
